3.625239999999999713e-02	2.859171986188329811e+03	2.282233352000000082e+01
4.070000000000000007e-02	1.037695935384999984e+03	1.390765389166669941e+01
4.511180000000000051e-02	4.617414862783330136e+02	9.644274246666670436e+00
4.959249999999999770e-02	2.830472148050000101e+02	7.651757100000000200e+00
5.416379999999999806e-02	1.737180786733329967e+02	5.901133003333329796e+00
5.868999999999999911e-02	1.284318533800000068e+02	5.055296333333330061e+00
6.315320000000000655e-02	1.083304533916670067e+02	4.179970964999999872e+00
6.773540000000000116e-02	8.164665742500000079e+01	3.449109084999999908e+00
7.238989999999999314e-02	6.842710629666669320e+01	3.015091889999999886e+00
7.694339999999999513e-02	6.503887503333329789e+01	2.712566869999999852e+00
8.166600000000000248e-02	5.768616606333330310e+01	2.292022508333329878e+00
8.641719999999999957e-02	4.726633163000000337e+01	2.052834279999999900e+00
9.109140000000000292e-02	4.170182763166670270e+01	1.806841736666670029e+00
9.576210000000000278e-02	3.278791741500000256e+01	1.635979810000000034e+00
1.005216000000000026e-01	3.137094696333329935e+01	1.457612156666669989e+00
1.052672000000000052e-01	2.858316747499999977e+01	1.352856671666669897e+00
1.100174000000000013e-01	2.685582243333330155e+01	1.222659363333330029e+00
1.148721999999999938e-01	2.463809722666670154e+01	1.115379456666669933e+00
1.198083000000000065e-01	1.979913578000000030e+01	1.002652691666670037e+00
1.248023999999999939e-01	1.884005529499999909e+01	9.371682333333329895e-01
1.298709000000000113e-01	2.011378014833330141e+01	8.660532583333330203e-01
1.349431000000000103e-01	1.548196221999999977e+01	8.040137483333329449e-01
1.399610000000000021e-01	1.553817986500000004e+01	7.396018783333330182e-01
1.451112999999999986e-01	1.380290046833330031e+01	7.008050850000000498e-01
1.503050999999999970e-01	1.290957537833329916e+01	6.659874700000000258e-01
1.556469000000000047e-01	1.188963399333329995e+01	5.958023666666669715e-01
1.572456999999999883e-01	1.305280697499999931e+01	1.930089849999999940e-01
1.609891999999999990e-01	1.134609165166670053e+01	5.714861916666670316e-01
1.662309999999999899e-01	1.103891432833330022e+01	5.468199316666669807e-01
1.706292000000000086e-01	1.121912493499999997e+01	1.614639983333329976e-01
1.716062999999999894e-01	1.098087770333330049e+01	5.221648316666670508e-01
1.771733000000000058e-01	9.846715853333330770e+00	4.826313150000000052e-01
1.827794000000000085e-01	1.030369242166669963e+01	4.679303400000000002e-01
1.842428999999999872e-01	9.629214631666670243e+00	1.387244099999999924e-01
1.883665999999999952e-01	9.108624106666670883e+00	4.454082083333330000e-01
1.940302000000000138e-01	8.056377178333329780e+00	4.232006716666670276e-01
1.982414999999999872e-01	8.605072379999999299e+00	1.202604099999999981e-01
1.998185000000000100e-01	8.229729869999999892e+00	3.995894999999999864e-01
2.056348000000000065e-01	8.070094290000000115e+00	3.879820366666669740e-01
2.115208000000000088e-01	7.741634115000000094e+00	3.686955350000000187e-01
2.120113000000000136e-01	7.664225765000000301e+00	1.093220133333329958e-01
2.162467999999999890e-01	7.363320653333330412e+00	4.626756216666669808e-01
2.259823999999999999e-01	6.848802841666669750e+00	9.609777999999999376e-02
2.397845000000000115e-01	6.337189861666669977e+00	9.020952999999999611e-02
2.537096999999999825e-01	5.738702153333330003e+00	8.211384833333329469e-02
2.676275000000000182e-01	5.346591223333329701e+00	7.572218666666670484e-02
2.817857999999999752e-01	5.009933698333330021e+00	7.051459333333330581e-02
2.956398000000000081e-01	4.597692046666669974e+00	6.646157833333329878e-02
3.099044000000000243e-01	4.193400725000000051e+00	6.031815000000000093e-02
