xwave_rpa	ywave_rpa
0.001	0.07168626925075851
0.001064117780747373	0.0716856413573938
0.001132346651302715	0.07168493030814455
0.001204950205620966	0.07168412508180971
0.001282208938716473	0.07168321319399358
0.001364421330321418	0.07168218050233569
0.001451904998026007	0.07168101098546385
0.001544997924355454	0.07167968649221848
0.001644059762524425	0.07167818645713674
0.001749473225913545	0.0716764875775549
0.001861645566636069	0.07167456344702462
0.001981010148906961	0.0716723841389624
0.002108028123292898	0.07166991573369859
0.002243190208311491	0.07166711978089996
0.002387018586262662	0.07166395268835914
0.002540068920616557	0.07166036502661252
0.002702932502751866	0.07165630073742939
0.00287623853633826	0.07165169623226372
0.003060656568188345	0.07164647936468646
0.003256899074970453	0.07164056825826785
0.003465724215775732	0.07163386996847262
0.003687938761173703	0.07162627895363945
0.003924401210072378	0.07161767532607596
0.004176025106424529	0.07160792284948068
0.004443782568593783	0.07159686664324522
0.004728708045015879	0.07158433054747737
0.005031902310664547	0.07157011409466472
0.005354536719761938	0.07155398902452134
0.0056978577311634	0.07153569526749293
0.00606319172389986	0.07151493630936183
0.00645195012148216	0.07149137383410067
0.006865634844764342	0.07146462152429117
0.007305844114432468	0.07143423787781071
0.007774278625536145	0.07139971787595621
0.008272748117917261	0.07136048331177156
0.008803178367920125	0.07131587155848847
0.009367618628394449	0.07126512252765335
0.009968249545734853	0.07120736353659575
0.01060739158454339	0.07114159177868211
0.01128751399246268	0.07106665407265171
0.01201124433981431	0.07098122356757139
0.01278137867089766	0.07088377310999594
0.01360089230616743	0.07077254505763607
0.01447295133702291	0.07064551747379136
0.01540092485761756	0.07050036689115366
0.01638839798094505	0.07033442823150102
0.01743918568948799	0.07014465305200397
0.01855734757393931	0.06992756809682003
0.01974720351693796	0.06967923717926586
0.02101335038241075	0.06939523066874713
0.0223606797749979	0.0690706081793277
0.02379439693817345	0.06869992118669545
0.02532004086407122	0.06827724280195649
0.02694350569270829	0.06779623122650313
0.02867106348327896	0.06725023092445773
0.03050938844549387	0.06663241100530941
0.0324655827245785	0.0659359341782422
0.03454720383954873	0.06515414349942344
0.03676229388076776	0.06428075057887213
0.03911941057958532	0.06331001060561323
0.04162766037009365	0.06223687746307689
0.04429673357072946	0.06105714401626844
0.0471369418216423	0.05976758284266592
0.05015925792246408	0.05836610525739253
0.05337535822438758	0.05685194898227711
0.05679766774033138	0.05522589039354298
0.06043940814746813	0.05349046275820364
0.06431464886756851	0.05165015303718731
0.06843836142250359	0.04971154826987741
0.07282647727490117	0.04768340623609461
0.07749594937741686	0.04557663131088652
0.08246481766840764	0.04340414380006791
0.08775227876704272	0.04118063938294951
0.0933787601371104	0.03892224452609307
0.0993659990060432	0.03664608326695898
0.1057371263440564	0.03436977949708752
0.1125167562278419	0.03211092554433342
0.1197310809340645	0.02988655140751474
0.1274079721300408	0.02771262884566038
0.1355770885525422	0.02560364068517685
0.1442699905907213	0.02357223880139767
0.1535202622158428	0.02162900533711904
0.1633636407288777	0.01978232214689331
0.1738381548272245	0.01803834447252984
0.1849842715239644	0.01640106747421053
0.1968450524872505	0.01487246908128304
0.2094663204038333	0.01345270988063479
0.2228968360094455	0.01214037025417984
0.2371884864699824	0.01093270628048201
0.252396485841266	0.009825908473089276
0.2685795883818438	0.008815350673780271
0.2858003155429307	0.007895819859778832
0.3041251975124427	0.007061720885930349
0.3236250302462971	0.006307253022656068
0.3443751489799913	0.005626557444416178
0.3664557192771343	0.005013836542304299
0.389952046739367	0.004463447114838636
0.4149549065741913	0.003969970208181551
0.441560894293962	0.003528260722786747
0.4698727989009163	0.003133479970812901
