2.732000000000000053e-02	2.792353740000000016e+03	3.736545000000000272e+01
3.090000000000000038e-02	2.271702040000000125e+03	3.370239000000000118e+01
3.452000000000000207e-02	1.788897279999999910e+03	2.990733000000000175e+01
3.812000000000000111e-02	1.407023470000000088e+03	2.652380000000000138e+01
4.173000000000000320e-02	1.095009520000000066e+03	2.339882000000000062e+01
4.542000000000000204e-02	8.376734699999999521e+02	2.046549999999999869e+01
4.644000000000000211e-02	7.836296200000000454e+02	1.979430999999999941e+01
4.907000000000000250e-02	6.414952399999999670e+02	1.790943000000000040e+01
5.253000000000000030e-02	5.516777200000000221e+02	1.660839999999999961e+01
5.269999999999999685e-02	5.141714299999999866e+02	1.603388999999999953e+01
5.628999999999999976e-02	3.988418399999999906e+02	1.412165000000000070e+01
5.868999999999999911e-02	3.579082799999999907e+02	1.337737000000000087e+01
5.985999999999999654e-02	3.164397999999999911e+02	1.257854999999999990e+01
6.351999999999999313e-02	2.486343500000000120e+02	1.114976000000000056e+01
6.481000000000000649e-02	2.482066299999999899e+02	1.114016999999999946e+01
6.715000000000000135e-02	2.006787799999999891e+02	1.001695999999999920e+01
7.070999999999999508e-02	1.657927200000000028e+02	9.104739999999999611e+00
7.094000000000000306e-02	1.667760000000000105e+02	9.131700000000000372e+00
7.431999999999999718e-02	1.326982299999999952e+02	8.145500000000000185e+00
7.721000000000000085e-02	1.181177100000000024e+02	7.684980000000000366e+00
7.796999999999999764e-02	1.108474499999999949e+02	7.444709999999999717e+00
8.161999999999999811e-02	9.087302999999999997e+01	6.740660000000000096e+00
8.343000000000000416e-02	8.290343000000000018e+01	6.438299999999999912e+00
8.522000000000000408e-02	7.588799000000000206e+01	6.159869999999999735e+00
8.878999999999999393e-02	6.486343999999999710e+01	5.694890000000000008e+00
8.959000000000000297e-02	6.133471999999999724e+01	5.537810000000000343e+00
9.568999999999999728e-02	4.711737999999999715e+01	4.853729999999999656e+00
1.017699999999999994e-01	3.554666000000000281e+01	4.215840000000000032e+00
1.079900000000000027e-01	2.833098000000000027e+01	3.763710000000000111e+00
1.141599999999999976e-01	2.318925000000000125e+01	3.405089999999999950e+00
1.202000000000000013e-01	1.876435000000000031e+01	3.063029999999999919e+00
1.263499999999999901e-01	1.568601999999999919e+01	2.800539999999999807e+00
1.325600000000000112e-01	1.346410000000000018e+01	2.594619999999999926e+00
1.387700000000000045e-01	1.173840000000000039e+01	2.422639999999999905e+00
1.449000000000000010e-01	1.054757999999999996e+01	2.296469999999999789e+00
1.509399999999999908e-01	9.084839999999999804e+00	2.131299999999999972e+00
1.571099999999999997e-01	8.239589999999999748e+00	2.029729999999999812e+00
1.633300000000000030e-01	7.767660000000000231e+00	1.970739999999999936e+00
1.695099999999999940e-01	7.631929999999999659e+00	1.953449999999999909e+00
1.756300000000000083e-01	7.253739999999999633e+00	1.904430000000000067e+00
1.817999999999999894e-01	6.968580000000000219e+00	1.866630000000000011e+00
1.880100000000000104e-01	7.029829999999999579e+00	1.874810000000000088e+00
1.941199999999999870e-01	6.805609999999999715e+00	1.844670000000000032e+00
2.002200000000000091e-01	7.007130000000000081e+00	1.871779999999999999e+00
2.063500000000000056e-01	7.083709999999999951e+00	1.881979999999999986e+00
2.125299999999999967e-01	6.971890000000000143e+00	1.867070000000000007e+00
2.186800000000000133e-01	7.549360000000000070e+00	1.942849999999999966e+00
2.247899999999999898e-01	7.451310000000000322e+00	1.930199999999999916e+00
2.309799999999999909e-01	7.449589999999999712e+00	1.929969999999999963e+00
2.371999999999999942e-01	7.776720000000000077e+00	1.971889999999999921e+00
2.433599999999999930e-01	8.157130000000000436e+00	2.019550000000000178e+00
2.494800000000000073e-01	8.339280000000000470e+00	2.041970000000000063e+00
2.556100000000000039e-01	8.448100000000000165e+00	2.055250000000000021e+00
2.617700000000000027e-01	8.746420000000000528e+00	2.091219999999999857e+00
2.679699999999999860e-01	9.040720000000000312e+00	2.126110000000000166e+00
2.741299999999999848e-01	9.130409999999999471e+00	2.136629999999999807e+00
2.802100000000000146e-01	9.247719999999999274e+00	2.150319999999999787e+00
2.863700000000000134e-01	9.291150000000000020e+00	2.155359999999999943e+00
2.925800000000000067e-01	9.640140000000000597e+00	2.195469999999999811e+00
2.987299999999999955e-01	9.537290000000000489e+00	2.183720000000000105e+00
