0.0111168	7.43115	0.117803	0.00214615
0.0122626	6.9737	0.125182	0.00215332
0.0133032	6.84844	0.123457	0.00215803
0.0142682	6.69936	0.100051	0.00217447
0.0153083	6.09289	0.0942477	0.00218889
0.0164376	5.9243	0.0858731	0.00220061
0.0175625	5.76226	0.0911501	0.00220957
0.0186693	5.29421	0.079831	0.00222875
0.0198172	5.1196	0.0843848	0.00224835
0.020858	4.86414	0.0824935	0.00226245
0.0218988	4.61148	0.0802594	0.00227403
0.0229103	4.47579	0.0726155	0.00229225
0.0238668	4.12926	0.0657506	0.00231242
0.024907	3.83876	0.0622623	0.00233075
0.025929	3.53994	0.0509923	0.00234594
0.027026	3.36697	0.0525726	0.00236321
0.0281045	3.03922	0.0471905	0.0023898
0.0292096	2.80125	0.0474724	0.00241277
0.0302495	2.62213	0.0460212	0.00243129
0.0312894	2.33588	0.0435567	0.00244761
0.0323294	2.15835	0.0417599	0.00247631
0.0333694	1.87536	0.0388477	0.00250116
0.0344093	1.79086	0.03794	0.00252289
0.0354127	1.59205	0.031737	0.00254141
0.0365047	1.40386	0.0311089	0.00256986
0.0375579	1.23757	0.0271782	0.00259804
0.0385969	1.14725	0.0264143	0.00262263
0.039636	0.993207	0.0245915	0.00264455
0.040675	0.882715	0.0234975	0.00267057
0.041714	0.802947	0.0223798	0.00270111
0.042753	0.677084	0.0209877	0.00272842
0.043792	0.620295	0.0207717	0.00275298
0.0448309	0.574545	0.0200824	0.00277727
0.0452182	0.585335	0.00754828	0.00376486
0.0458697	0.536345	0.0192274	0.00281032
0.0469244	0.469116	0.0172667	0.00284053
0.0479629	0.470957	0.0170413	0.00286747
0.0490251	0.451136	0.0164527	0.00289253
0.0500534	0.433002	0.0156474	0.00292588
0.0510914	0.467727	0.0158832	0.00295782
0.051362	0.466694	0.00939126	0.00389649
0.0521293	0.443871	0.0156057	0.00298694
0.0531672	0.452008	0.0159011	0.00301361
0.0542049	0.518692	0.0164409	0.0030453
0.0552426	0.493382	0.0168468	0.00307928
0.0554564	0.552421	0.0102929	0.00398825
0.0562803	0.578288	0.0171946	0.00311044
0.0573178	0.608309	0.0178923	0.00313912
0.0583784	0.628432	0.0173676	0.00316978
0.0594082	0.672985	0.0175383	0.0032053
0.0595492	0.687916	0.0114467	0.00408406
0.0604453	0.708307	0.0175986	0.00323828
0.0614964	0.724457	0.0173136	0.00326916
0.062533	0.761532	0.0176065	0.00329742
0.0635695	0.813586	0.0179007	0.00333484
0.0636403	0.826868	0.0127891	0.00418341
0.0646059	0.852271	0.018061	0.00336948
0.0656422	0.871873	0.018424	0.00340162
0.0663954	0.881454	0.0257589	0.00342358
0.0677296	0.913307	0.0137215	0.00428575
0.0719332	0.93518	0.00983685	0.00430393
0.0760117	0.942413	0.00980393	0.00454795
0.0800884	0.856724	0.00933215	0.00466129
0.0841631	0.743031	0.00856751	0.00469445
0.0882354	0.616346	0.00766567	0.0049216
0.0923053	0.482246	0.00678197	0.00491377
0.0963725	0.363632	0.0058777	0.00513028
0.100437	0.280574	0.00541507	0.00521411
0.104498	0.225335	0.00500929	0.00542494
0.108556	0.198579	0.00481458	0.00539852
0.11261	0.2094	0.00485406	0.00560016
0.116661	0.21365	0.00484175	0.00580161
0.120823	0.235254	0.00412119	0.00590657
0.124862	0.245738	0.00416531	0.00610404
0.128898	0.261882	0.00424059	0.00615327
0.13293	0.257302	0.00420575	0.00634573
0.136957	0.243447	0.00415794	0.00637679
0.140981	0.229174	0.00404659	0.00656412
0.145	0.202655	0.00389071	0.00675124
0.149014	0.173565	0.00369866	0.00693815
0.153024	0.148636	0.00347686	0.00712484
0.157028	0.124112	0.00337946	0.00731131
0.161028	0.107379	0.00323403	0.00749753
0.165137	0.103209	0.00273506	0.00758981
0.169867	0.100372	0.00247813	0.0076518
0.174891	0.099307	0.00235046	0.0078781
0.179897	0.100456	0.00250346	0.00782164
0.184619	0.100174	0.002574	0.00802696
0.188974	0.103776	0.00276029	0.0082163
0.192926	0.0984744	0.00275493	0.00838816
0.196873	0.0902089	0.00266078	0.00855975
0.200813	0.0908638	0.00267904	0.00873107
0.204747	0.0787608	0.00253787	0.00890211
0.208789	0.0743915	0.0023282	0.00907784
0.212708	0.0661088	0.00227599	0.00924821
0.21662	0.0643156	0.0022298	0.0094183
0.220525	0.0633322	0.00220058	0.0095881
0.224423	0.0566221	0.00222026	0.0097576
0.228315	0.0571883	0.00220076	0.0099268
0.232783	0.0543953	0.00200456	0.010121
0.237536	0.0561913	0.0019143	0.0103277
0.242471	0.0548656	0.00183162	0.0105423
0.247363	0.0508177	0.00205122	0.010755
0.251512	0.0547088	0.00215814	0.0107736
0.255462	0.0492085	0.00193302	0.0109429
